m-3AAr: e-9999 
m-5AAr: e-6 
m-4AC: o-9 
m-6AA: o-13 
m26AG: e1 e60 
m7AEr: e5 o-45 
m-21AF: e11 e42 
R-5m-10AG: e15 o-9 
m-11AD: e23 e-9999 
m-10ABr: e35 o-4 
m-3AD: e35 e-17 
m-18AC: e36 e22 
m-33ACr: e9999 e17 o37 
m-12AFr: e9999 e29 e0 
m2ABr: e9999 e58 e39 
m8AA: e1 e23 e8 
m0ABr: e1 e23 o11 
m15AD: e1 e38 e26 
R12m26AG: o1 o39 o12 
L15m26AG: e1 e56 e-30 
m-13AAr: e4 e9999 e20 
m-8AA: e4 e9999 e24 
m-13AD: e5 o-17 e-28 
R-9m7AEr: e5 e-30 o4 
R-8m7AEr: e5 e-32 e15 
L-17m7AEr: e5 e-38 e7 
L-1m7AEr: e5 e-50 e-51 
m6AE: o-7 o-11 e-8 
m0AA: o-7 o-11 o-13 
m2AC: o-7 o-29 o-53 
m-2ABr: e15 e2 e9999 
m-7AF: e15 e2 e5 
m-7ACr: e15 e2 o1 
L-12m2AC: o19 o32 e26 
L-41m-20ABr: e19 e33 e55 
m-16AC: e19 e33 e-5 
m9AAr: e19 o29 o14 
m-5AB: e19 o29 o38 
L-25m-2AC: e19 o33 o-29 
L-25m10AFr: e19 o33 o-33 
L-25m-6AA: e19 o33 o-45 
L-25m6AFr: e19 o33 e-54 
m-13ACr: e23 e13 e9999 
m-21AAr: e23 e26 o-15 
m-1AD: e24 e24 e13 
m2AA: e24 e24 o-6 
m-14AG: e26 e-9999 e4 
m-20AA: e26 e-26 e15 
m-18ADr: e26 e36 e28 
m-23AEr: e26 e36 e35 
m-12ABr: e26 e36 e56 
m-10AC: e29 e19 e4 
m-3AF: e29 e19 e-4 
m-12ADr: e29 e23 e9 
m-8ABr: e29 e28 e9999 
m-6AC: e29 o2 o7 
R-8m-6AC: e29 o-14 o-39 
m-2AE: e29 e-25 e33 
m-4AA: e32 e8 e15 
m4AE: e33 o32 e21 
m3AF: e33 o32 e23 
m9AGr: e35 e-2 e-16 
R-4m-6ADr: o35 e-3 o-5 
m6AG: e35 o-3 o17 
L-14m-4AC: o35 e-8 e-17 
m-16AG: e35 o-12 e9999 
m1AF: e36 e30 e1 
m-5AF: e38 e-9999 o0 
m-18EBr: e34 e55 o-6 
m-15ECr: e34 e55 o-14 
m-19ED: e34 e55 o-52 
R3m-15EB: o53 o34 e11 
R3m-16EA: o53 o36 o18 
m-11ECr: e10 o9999 e3 e-10 
m-9EF: e10 o9999 e29 e-2 
m-23ECr: e10 e6 e1 o21 
m-30EFr: e10 e6 e2 e42 
m-16EA: e10 e6 e-16 e26 
R-28m-8EE: o10 o6 o17 e-21 
m-28EE: e10 e6 o-21 e10 
m-31EB: e10 e6 e47 e32 
m-13ECr: e10 e6 e48 o9999 
m-7EAr: e10 e6 e53 e1 
m-16EBr: e10 e6 e53 o-3 
m-13EAr: e10 e6 e53 o-5 
m-28EC: e10 e6 e53 o-15 
m-20EBr: e10 e6 e56 e20 
m-23EB: e10 e6 e56 e21 
m-23EGr: e10 e6 e56 e36 
m-20EA: e10 e6 e59 e-18 
m-16EG: e10 e40 o-7 o-37 
m-6EA: e10 e40 e15 o-17 
R-16m-1ED: e10 e40 e15 e-36 
m-19EF: e10 e40 e23 e-6 
m-5EAr: e10 e40 e23 o-17 
m-18EA: e10 e40 e35 o-6 
m-11EB: e10 e41 e38 e4 
m-20EC: e10 e41 e-11 e44 
R-16m-26EBr: o10 e29 o6 o1 
m-18EC: e10 o29 e-8 o-1 
m-15EAr: e10 o29 o-15 o-1 
m-23ED: e10 o29 o-15 e-8 
m-15EF: e10 o29 o-23 e3 
R-14m-4EE: e10 o31 e-24 e-7 
m-26EFr: e12 e9999 e-12 o-17 
R-9m-16EA: o12 o9999 o29 o30 
R-9m-29EF: o12 o9999 o29 o35 
m0EA: e12 e9999 e-40 e-9999 
m-24EC: e12 e-9999 e3 e7 
m-23EF: e12 e-9999 e-6 e-6 
m-17EEr: e12 e-9999 e-1 e-9999 
L-32m-17EEr: e12 e-9999 e-1 e-26 
m5EB: e12 e1 e-15 e-9999 
m0EFr: e12 e1 e-15 o-5 
m0EC: e12 e1 e-15 e-1 
m-1EAr: e12 e1 e-15 o3 
R-21m5EB: e12 e1 o-32 e-9999 
R-21m0EFr: e12 e1 o-32 o-5 
R-21m0EC: e12 e1 o-32 e-1 
R-21m-1EAr: e12 e1 o-32 o3 
L-5m-6EA: e12 o-1 e39 e-51 
m-24EE: e12 e3 e-51 e7 
m-12EA: e12 e9 e0 e18 
m-10EG: e12 e9 e25 e0 
m-25EF: e12 e15 o9999 e0 
m-26EBr: e12 e17 o-21 o43 
m-35EF: e12 e18 e-28 e5 
m-36EC: e12 e18 e-28 e18 
m-35EAr: e12 e18 e-28 e25 
m-33EF: e12 e23 e6 e-9999 
m-11ED: e12 e24 e3 e9999 
m-1EB: e12 e24 e-25 o39 
m-3EAr: e12 e27 e30 e20 
m-31ECr: e12 e35 o-1 o-11 
m-21EB: e12 e35 e19 e9 
m-29EF: e12 e35 e29 e35 
m-29EB: e12 e39 e22 e20 
m-29ED: e12 e39 e49 o-3 
R5m-20EBr: e12 e51 o-31 o-5 
R-12m-19EGr: e12 e51 e45 o-41 
m3ECr: e12 e51 e45 e-60 
R-3m-15EB: e12 e51 e47 o-22 
m6EFr: e12 e51 o-30 e30 
L-29m0EA: o12 o56 o-46 o-9999 
m-16EE: e23 o-1 e2 e15 
m-4EA: e23 e2 e39 o2 
m-10EC: e23 e8 e19 e9999 
m-3EF: e23 e8 e22 e-8 
m3EEr: e23 e8 e29 e15 
m-5EEr: e23 e8 e60 e9999 
m-9EGr: e23 e-8 e37 e2 
m-21ED: e23 e-8 e38 e13 
m-38EE: e23 e-8 e38 o5 
m-22EG: e23 e-8 e56 e0 
R-16m4EDr: o23 o-18 o1 o32 
m4EDr: e23 e-18 e1 e53 
m-17EB: e23 e-18 e3 e16 
m-8EBr: e23 e-18 o-13 e8 
m-21ECr: e23 e-20 e-9999 e12 
m-32EFr: e23 e-20 e-14 e52 
m-38EA: e23 e-20 e22 o-35 
m-23EAr: e23 e-20 e28 e-40 
m-25EGr: e23 e-20 e34 e0 
m-20EE: e23 e-22 o1 o24 
R-20m-10EDr: o23 o-22 o-23 o0 
m-10EDr: e23 e-22 e-23 o9 
m-10EE: e23 e-22 o45 e-5 
m-18EDr: e23 e-26 e1 e-24 
m-22EC: e23 e-26 e9 e5 
L-23m-36EA: o23 o-26 o-10 e-9999 
L-23m-17EEr: o23 o-26 o-10 e-11 
m-18EE: e23 e-26 e14 o36 
m-15EGr: e23 e-26 e-16 e-34 
R-29m-15EGr: o23 o-26 o-16 o-52 
R-23m-21EEr: o23 o-26 o-18 o9999 
R-23m-27ED: o23 o-26 o-18 e-27 
m-21EEr: e23 e-26 o-21 e-48 
m-12EG: e23 e-26 e-30 e-16 
m-13EGr: e23 e-26 e-30 e36 
m-32EE: e23 e-26 e37 e6 
m-15ED: e23 o-33 e17 o-4 
m-3ED: e23 o-33 o-35 e-8 
m2EG: e23 o-33 e-38 e29 
m-11EAr: e23 o-33 e42 e2 
m-8EG: e23 o-33 e45 e-36 
m-17ED: e23 o-33 e52 e-58 
L-10m-4EDr: o23 e-37 o-6 e-31 
L-10m-21EAr: o23 e-37 o13 e13 
L-10m-3ED: o23 e-37 o25 o9999 
L-10m-4EE: o23 e-37 o35 o9999 
L-10m-12EDr: o23 e-37 o41 e-24 
L-10m-18EBr: o23 e-37 o46 o-3 
L-10m-16EA: o23 e-37 o46 o-23 
L-10m-9EB: o23 e-37 o46 o-25 
m5ECr: e23 e-38 e1 e-3 
m-12EFr: e23 e-38 e-8 e-10 
m-2EBr: e23 e-38 e21 e-44 
m-8EC: e23 e-38 e21 o-55 
m-17ECr: e23 e-40 e0 e-42 
m-4EE: e23 e-40 e0 e-1 
m14EG: e23 e-42 e1 e60 
R9m-13ECr: o23 e-43 o19 o43 
L-16m-11EAr: e23 o-47 e20 e-18 
m-12EE: e23 o-47 e48 o24 
m4EG: e29 e-9999 e-8 e-12 
m13EB: e29 e-9999 e-8 e53 
m-1EF: e29 e-9999 o-9 e48 
m15ECr: e29 e-9999 e-22 e-9999 
m10EBr: e29 e-9999 e-24 e43 
L-10m2EFr: e29 e0 e9999 o9 
m2EFr: e29 e0 e9999 o16 
R-4m2EFr: e29 e0 e-9999 o0 
R-13m-2EC: e29 e0 o8 o-57 
m-14EFr: e29 e0 o14 e-20 
m9EAr: e29 e3 e1 e9 
m-8EE: e29 e3 e16 e-52 
L-5m7EEr: e29 e3 e16 o0 
L10m2EDr: o29 o3 o-16 o-52 
L4m-9EAr: o29 o3 o43 o17 
m-21EGr: e29 e4 e12 e31 
m-14EC: e29 o-5 e1 e-6 
R6m-15EAr: o29 e-5 o-32 o-9999 
R6m-16EA: o29 e-5 o-32 o-6 
R6m-23EAr: o29 e-5 o-32 e-15 
R6m-18EA: o29 e-5 o-32 o-20 
m-6EBr: e29 o-5 o0 e13 
R-4m-9EB: o29 e-5 e0 e26 
m8EC: e29 e6 e-18 e45 
m-1EEr: e29 e6 e-30 e25 
R-18m-21EAr: e29 e6 e-30 o36 
m-13EF: e29 e6 e-32 o4 
m-6EFr: e29 e6 e-32 o13 
m-14EDr: e29 e6 e-36 e35 
L-1m-8EA: e29 e6 e-50 o-46 
R-6m-16EC: e29 e6 e-58 o-6 
m-24EA: e29 e-6 e-46 e7 
L1m-6EA: o29 o-6 e-49 o33 
R1m15EF: o29 e-19 e-7 o-32 
m7EGr: e29 o-21 o-15 e0 
R7m-3ED: e29 o-21 e32 e-4 
R-5m7EGr: o29 e-21 o-32 o0 
m9EGr: e29 e-26 e9999 o-23 
m8EA: e29 e-26 e9999 o-8 
m6EDr: e29 e-26 o9999 o-9 
m13EGr: e29 e-26 e-42 e0 
m-7EGr: e29 e-26 o-30 e1 
m-1ED: e29 e-32 o-29 o-31 
R-16m-8EDr: e29 e-32 o-37 o0 
m3EB: e29 e-32 o0 e-20 
m0EBr: e29 e-32 o0 o-21 
m11ED: e29 e-32 o0 o-31 
m0EG: e29 e-32 o0 e-36 
L10m11EB: o29 o-32 o-3 o4 
L10m4EA: o29 o-32 o-3 e-15 
m10EA: e29 e-32 o11 e9999 
m7EAr: e29 e-32 o11 e4 
m18EDr: e29 e-32 o11 e-10 
m17EAr: e29 e-32 o11 o-11 
m-2EC: e29 e-32 o-16 e-9999 
L-17m-2EC: o29 o-32 e-16 o-56 
m9EF: e29 e-32 e-33 e-9999 
m8EFr: e29 o-33 e6 e27 
m-16EC: e29 o-33 e30 e-54 
m-1EGr: e29 e-34 e-20 e2 
m11EF: e29 e-34 o-43 o27 
m-8EFr: e34 e9999 e-28 e2 
m-3EEr: e34 e1 e3 e-9999 
L-18m-3EEr: e34 e1 e3 e-26 
m-14EA: e34 e1 e9 o-5 
m-20EDr: e34 e3 o9999 o1 
m-9EEr: e34 e3 o-37 e-13 
m-2EA: e34 e3 o0 e-25 
m-5EF: e34 e3 o-18 e8 
m-7EB: e34 o-3 e9999 e4 
m-14EBr: e34 e15 e3 e20 
m-6EDr: e34 e15 e3 e31 
R-7m-2EC: e34 e15 e-4 e3 
m-7ED: e34 e15 e16 o10 
m-19ECr: e34 e15 e22 e17 
m-39EAr: e34 e15 e49 e34 
m-26EC: e34 e15 e49 e37 
m-45EAr: e34 e15 e49 e50 
m-10EA: e34 e19 o-11 o-13 
m-22EDr: e34 e22 e9999 e-60 
m1ECr: e34 e33 e57 o-3 
m-25ECr: e34 e44 e0 o-7 
m-12EBr: e34 e44 o-3 e2 
L-5m-25ECr: o34 o44 o4 e-7 
m-21EF: e34 e44 e-4 e22 
m-33EAr: e34 e44 o-11 e-34 
m-22EE: e34 e44 o-11 e-50 
L-27m-9EGr: e34 e44 e15 o-9999 
m-2EE: e34 e55 e-31 e9999 
R-17m-2EE: e34 e55 e-31 e26 
R-7m-24EC: e34 e55 o-58 o9999 
R-4m-22EA: o34 o60 e45 e-44 
m1EEr: e42 e10 o25 e9999 
L-11m-6EA: e42 e15 o-15 o58 
L-11m-5ED: e42 e15 o-15 o60 
R-19m-23EB: e42 o-25 e-43 o48 
L-20m-3ED: o42 o32 e-9 o-9999 
L-20m-10EBr: o42 o32 e-9 o27 
R3m-16EC: o52 e-1 e26 e36 
R3m3EF: o53 o-2 e-19 o-23 
R3m-22EDr: o53 o-4 e-15 o-9999 
R3m-18EC: o53 o-4 e8 o-9999 
R3m-25EEr: o53 o-4 e20 o37 
R3m-6EA: o53 o15 o-9999 o-20 
R3m-1EAr: o53 o15 o-9999 o-24 
R3m-12EDr: o53 o34 o9 e-9999 
R3m-17EGr: o53 o36 o8 o12 
R3m-8EBr: o53 o36 o8 e-53 
R3m-22EFr: o53 o36 o9 o-48 
R3m-6EC: o53 o36 o22 o9999 
R3m-11EB: o53 o36 o24 e-43 
R3m-21ED: o53 o47 o32 o13 
R3m-23EEr: o53 o58 e9999 o-30 
R3m-40EG: o53 o58 e9999 o-38 
R3m-23ED: o53 o58 o-1 o0 
R3m-34EA: o53 o58 e3 e-21 
R3m-34EC: o53 o58 o-9 e-49 
R3m-21ECr: o53 o58 o-11 e-3 
R3m-19EAr: o53 o58 e-12 o2 
R3m-10EE: o53 o58 e-12 e-25 
R3m-26EA: o53 o58 o-19 o-9999 
R3m-24EA: o53 o58 e-32 o1 
R3m-23EAr: o53 o58 e-32 e-15 
R3m-20EDr: o53 o58 o-41 o9999 
R3m-18EE: o53 o58 o-41 e-15 
R3m-26EBr: o53 o58 o-41 o-20 
R3m-26EC: o53 o58 o-41 e-35 
R3m-17ED: o53 e1 o7 e24 
R3m-25ECr: o53 e1 o33 o40 
R3m-18EBr: o53 e4 o9999 o-22 
R3m-9EGr: o53 e4 e9999 o0 
R3m-10EBr: o53 e-4 e12 o49 
R3m-12EG: o53 e9 e-6 o27 
R3m-10EFr: o53 e12 o-9999 e-29 
R3m-41EF: o53 e14 e20 o-24 
R-1m-2EA: o60 e-35 o-16 e-29 
m-25ED: e60 o-51 o-55 e32 
L-23m-1EEr: e60 e-52 o9999 e45 
m-16EFr: e60 e-60 e25 o27 
L-4m-12EC: o8 e-7 e19 e17 o9999 
L-4m-26EC: o8 e-7 e19 e52 e13 
R-5m2EC: o8 e2 o9999 e21 o18 
L-31m-8EE: e10 e6 e17 e4 e0 
L-33m-29EGr: e10 e6 e48 o-1 e15 
L-31m-3ED: o10 o37 o-36 o28 o10 
L-30m-1EGr: o10 o37 o-54 o39 o-11 
L-30m-5EEr: o10 o37 o-54 o57 o33 
L-30m-15ED: o10 o37 o-54 o57 o35 
L-30m-15ECr: o10 o37 o-54 o57 o37 
L-32m-23ECr: o10 o37 e-16 o-20 o58 
L-17m-24EG: o10 o37 e-16 e19 e-35 
R-32m-17EEr: e10 e37 e-17 o-30 e-9999 
L-41m-11EAr: o10 o37 o-45 o0 o53 
L-34m7EF: e10 e37 o-52 e-1 o48 
L-2m-12EC: e10 e40 e26 e30 o-5 
R-58m-71EAr: o10 o44 o26 o10 e-1 
L-29m7EEr: o12 o9999 o-4 o-46 o8 
L0m-25EF: e12 e9999 o-17 o9999 o-13 
L0m-24EFr: e12 e9999 o-17 e11 o-33 
R-9m-5EEr: o12 o9999 o29 o2 o55 
R-9m-37ECr: o12 o9999 o29 o37 o9999 
R-9m-27EF: o12 o9999 o29 o37 o-26 
R-9m-25EEr: o12 o9999 o29 o43 e-23 
R-9m-31EAr: o12 o9999 o29 o46 o-9999 
R-9m-38EC: o12 o9999 o29 o46 o0 
R-9m-34EA: o12 o9999 o29 o46 o-4 
R-9m-23ED: o12 o9999 o29 o46 o10 
R-9m-24EA: o12 o9999 o29 o46 o11 
L-28m0EA: o12 o9999 o-32 e-1 o-9999 
R-9m-19EF: o12 o9999 o59 o9999 e12 
L-6m-14EC: e12 o9999 e39 o13 e0 
L-14m-28EE: e12 e1 e9999 e-53 e-9 
L-14m-24EC: e12 e1 e9999 e-53 o-20 
R-27m-24EA: o12 o1 o-23 o37 o-43 
R-12m-4EE: e12 e1 e-23 o14 e-28 
R2m-21EF: e12 e1 e-29 o-21 e-9999 
R-21m1ECr: e12 e1 o-32 e0 e6 
R-21m-2EA: e12 e1 o-32 e0 e7 
R-21m5EEr: e12 e1 o-32 e1 e-9999 
R-21m8EFr: e12 e1 o-32 e2 o-3 
R-21m1EAr: e12 e1 o-32 e-2 e9999 
R-21m-4EA: e12 e1 o-32 e-4 e-9999 
R-21m-13EAr: e12 e1 o-32 e-4 e37 
R-21m-1EB: e12 e1 o-32 e5 o-7 
R-21m-10EC: e12 e1 o-32 e-18 e-9999 
R-21m-6EBr: e12 e1 o-32 e-18 o-1 
R-21m-13ECr: e12 e1 o-32 o-19 o21 
R-21m0EBr: e12 e1 o-32 o0 e7 
R-21m-8EBr: e12 e1 o-32 o2 e20 
R-21m-11EB: e12 e1 o-32 o2 e21 
R-21m0EDr: e12 e1 o-32 o2 e31 
R-21m-11EGr: e12 e1 o-32 o2 e36 
L-14m5EB: e12 e1 e-53 o-5 e-9999 
L-14m0EFr: e12 e1 e-53 o-5 o-5 
L-14m0EC: e12 e1 e-53 o-5 e-1 
L-14m-1EAr: e12 e1 e-53 o-5 o3 
L-14m-13EEr: o12 e-1 o28 o2 o-9999 
R-19m-24EC: o12 e-1 o55 o-40 e46 
R-9m0EA: e12 e3 e-51 e54 e-9999 
L-22m-10EG: o12 o9 o22 o32 o0 
R-16m-16EG: o12 o9 o27 e-45 o0 
R-26m-3EAr: e12 e18 e13 e14 e20 
R-25m-3EAr: e12 e18 e13 e23 e20 
R-21m-7EB: e12 e20 e51 e-9999 e-9999 
R-4m-32EC: e12 e32 o-21 o-51 e-9999 
L-14m10EA: e12 e34 e-27 e-11 e-18 
R-7m10EA: e12 e34 e-27 o-28 e13 
L-18m-8EBr: o12 o40 o9999 o8 o-9999 
R0m-9ED: e12 e41 o9999 o33 e9999 
R-26m-10EDr: e12 e44 e13 e11 e-15 
R-35m-1EGr: e12 e51 o9999 o-27 e-38 
R-19m-21ED: e12 e51 o5 e13 o-60 
R-6m-11ED: o12 o51 o-11 o-10 o7 
R-6m-19EAr: o12 o51 o-11 o-10 o22 
L1m-4EC: e12 e53 e13 e11 o-1 
R-28m0EA: e12 e56 o-37 e0 o15 
L-29m-3EB: o12 o56 o-46 o0 e-1 
L-29m1EEr: o12 o56 o-46 e-7 e-9999 
L-29m4EA: o12 o56 o-46 o-8 o18 
L-18m0EA: o12 o56 o-50 e-23 o-9999 
L-36m0EA: o12 o56 o-58 o-3 o8 
L-22m-9ED: e12 e-3 e46 e-37 e1 
L-22m-25EF: e12 e-3 e46 e-37 e44 
L-22m-26EA: e12 e-3 e46 e-37 e47 
L-7m-1EEr: e18 e-9999 o-9999 o-5 o-9999 
R-21m7EAr: o21 e-1 e13 o34 e-9 
R-5m2EDr: o23 e-1 o0 o21 o-9999 
R-8m-16EE: o23 e-1 o2 o9 o-9999 
R-14m1EGr: o23 o2 o29 e-8 e-43 
L-12m6EFr: o23 o2 o39 e-37 o43 
R-13m-20EC: o23 o2 o55 o-40 e22 
R-28m-3EAr: e23 e8 e24 e-38 e0 
R-16m-15EF: e23 e8 e55 e-9999 e-9999 
R-16m11ECr: e23 e8 e55 o-43 o-27 
R-7m2EBr: o23 o8 o56 o18 e-9999 
L-13m-11EB: o23 o8 o56 e37 e6 
L0m-18EE: o23 o-14 o7 o10 e7 
L15m0EC: e23 e-18 e-9999 e-16 e-2 
R-21m-10EG: o23 o-18 o1 e-3 o9999 
L-4m-21ECr: o23 o-18 o1 o26 o2 
L1m-20EA: o23 o-18 e-5 o32 o9999 
L1m-21EAr: o23 o-18 e-5 o32 o6 
L1m-28EA: o23 o-18 e-5 o32 o15 
L1m-23EAr: o23 o-18 e-5 o32 o20 
R-4m-5EGr: e23 e-18 o-9 e-8 e-9999 
R-4m-26EDr: e23 e-18 o-9 e-16 e36 
R-28m-8EA: e23 e-22 o6 e26 e-9999 
L-13m-25EF: e23 e-22 o21 e-51 e9999 
R-20m-16EE: o23 e-23 o26 e-35 o43 
L-32m-30EDr: o23 o-26 o-6 e1 o-8 
L-40m-7EB: o23 o-26 o-6 e2 e-1 
R-19m-23EF: e23 e-26 e8 e-2 e0 
R-19m-25ECr: e23 e-26 e8 e9 e-22 
R-19m-11ECr: e23 e-26 e8 e10 e3 
R-19m-18EFr: e23 e-26 e8 e35 e24 
R-19m4EG: e23 e-26 e8 o-57 e-9999 
R-19m1EF: e23 e-26 e8 o-57 e0 
R-19m-24EDr: e23 e-26 e8 o-22 e9999 
L-22m-18EDr: o23 o-26 o9 e-1 o-24 
L-23m-31EAr: o23 o-26 o-10 o0 e-1 
L-23m-11EAr: o23 o-26 o-10 o0 e-49 
L-23m-23ECr: o23 o-26 o-10 e-1 o-40 
L-23m-18EC: o23 o-26 o-10 o4 o3 
L-23m-5EB: o23 o-26 o-10 o-6 e-45 
L-23m-17EGr: o23 o-26 o-10 e-7 o23 
L-23m-26EFr: o23 o-26 o-10 e5 e9999 
L-23m-30EDr: o23 o-26 o-10 e5 e43 
L-23m-16EFr: o23 o-26 o-10 e13 o0 
L-23m-32EFr: o23 o-26 o-10 o-15 e1 
L-23m-29ECr: o23 o-26 o-10 o-15 o-29 
L-23m-35EAr: o23 o-26 o-10 o-17 o9999 
L-23m-28EDr: o23 o-26 o-10 e-22 e0 
L-23m-40EDr: o23 o-26 o-10 e-26 e-9999 
L-23m-39ED: o23 o-26 o-10 e-28 e9999 
R-3m-9EB: e23 e-26 e11 e-20 e-60 
R-33m-18EE: o23 o-26 o14 e26 e-9999 
R-23m-22EC: o23 o-26 o-18 e-25 o3 
R-12m-9ED: e23 e-26 e-30 e-6 e-9999 
R-18m-37ECr: e23 e-26 e31 o5 e-9999 
R-18m-18EBr: e23 e-26 e31 o5 e12 
R-18m-23ED: e23 e-26 e31 o5 e28 
L-6m-27EGr: e23 e-26 e51 e9999 e23 
L-6m-37ECr: e23 e-26 e51 e9999 e28 
L-1m-26EE: e23 o-33 e18 e-26 e-14 
L-16m-5EB: e23 o-33 e30 o-4 e-20 
L-16m-8EBr: e23 o-33 e30 o-4 o-21 
L-16m3ED: e23 o-33 e30 o-4 o-31 
L-16m-8EG: e23 o-33 e30 o-4 e-36 
L-15m-5EB: e23 o-33 e32 o-15 e-20 
L-15m-8EBr: e23 o-33 e32 o-15 o-21 
L-15m3ED: e23 o-33 e32 o-15 o-31 
L-15m-8EG: e23 o-33 e32 o-15 e-36 
R-24m-5EB: e23 o-33 e38 o-7 e-20 
R-24m-8EBr: e23 o-33 e38 o-7 o-21 
R-24m3ED: e23 o-33 e38 o-7 o-31 
R-24m-8EG: e23 o-33 e38 o-7 e-36 
L-26m-22EBr: o23 e-33 o47 o9 o11 
L-26m-29EGr: o23 e-33 o47 o9 e46 
L-26m-35EAr: o23 e-33 o47 o26 o18 
L-26m-38EBr: o23 e-33 o47 o29 e-1 
L-26m-21ECr: o23 e-33 o47 o-7 e-35 
L-26m-20EE: o23 e-33 o47 e-8 e-31 
L-26m-14EDr: o23 e-33 o47 e-8 e-50 
L-26m-21ED: o23 e-33 o47 e14 e-52 
R-8m-5EB: e23 o-33 e50 o51 e-20 
R-8m-8EBr: e23 o-33 e50 o51 o-21 
R-8m3ED: e23 o-33 e50 o51 o-31 
R-8m-8EG: e23 o-33 e50 o51 e-36 
L-10m13ED: o23 e-37 o-9999 e-3 e-10 
L-10m2EG: o23 e-37 o10 o9 o9999 
L-10m1ECr: o23 e-37 o10 o14 o-3 
L-10m-15EF: o23 e-37 o10 o25 o5 
L-10m-16EC: o23 e-37 o10 o25 o18 
L-10m-15EAr: o23 e-37 o10 o25 o25 
L-10m-9ECr: o23 e-37 o10 o37 o9999 
L-10m-6EC: o23 e-37 o10 o37 o30 
L-10m-3EEr: o23 e-37 o10 o37 o38 
L-10m-8EA: o23 e-37 o10 o37 o42 
L-10m-8EC: o23 e-37 o10 o37 o49 
L-10m-12EBr: o23 e-37 o-10 o1 o44 
L-10m-11EGr: o23 e-37 o-10 o1 e29 
L-10m-5EEr: o23 e-37 o-10 o4 e51 
L-10m-7EGr: o23 e-37 o-10 e0 o0 
L-10m-21ECr: o23 e-37 o13 o-10 o-56 
L-10m-29EGr: o23 e-37 o13 e-15 o-4 
L-10m-23ECr: o23 e-37 o13 o23 e2 
L-10m-14EE: o23 e-37 o13 o-32 e11 
L-10m-26EG: o23 e-37 o13 o-1 e-49 
L-10m-36EFr: o23 e-37 o13 o-11 e-42 
L-10m-17EF: o23 e-37 o13 e14 o-2 
L-10m-26EC: o23 e-37 o13 e14 o-18 
L-10m-20EBr: o23 e-37 o13 e24 o32 
L-10m-27ECr: o23 e-37 o13 e29 o-40 
L-10m2EA: o23 e-37 o13 e34 e-25 
L-10m-1EB: o23 e-37 o13 e34 o47 
L-10m-2EFr: o23 e-37 o13 e34 e20 
L-10m-17EGr: o23 e-37 o13 e50 o-4 
L-10m8EC: o23 e-37 o16 e-15 o20 
L-10m-14EBr: o23 e-37 o16 e18 o-9999 
L-10m-19EAr: o23 e-37 e-19 o9999 o55 
L-10m-3EB: o23 e-37 e-19 e-29 o0 
L-10m-9ED: o23 e-37 e-19 e-29 o47 
L-10m-7EEr: o23 e-37 e-19 o-29 o1 
L-10m3EAr: o23 e-37 e-19 e33 o8 
L-10m-12EC: o23 e-37 e-29 o-12 o14 
L-10m-19ED: o23 e-37 e-29 e18 o-9999 
L-10m-14EC: o23 e-37 o32 e-49 e43 
L-10m-13EEr: o23 e-37 o35 e-9999 e-34 
L-10m-7EAr: o23 e-37 o35 e-1 o3 
L-10m-6EFr: o23 e-37 o35 e-1 o-5 
L-10m-15ECr: o23 e-37 o35 e-19 o-36 
L-10m-24EDr: o23 e-37 o35 o28 o38 
L-10m-11EB: o23 e-37 o35 e0 o8 
L-10m-7EB: o23 e-37 o35 o-1 e-30 
L-10m-9EEr: o23 e-37 e-35 e8 e-36 
L-10m-23EGr: o23 e-37 o-36 o9999 o-4 
L-10m-26EFr: o23 e-37 o-36 o-4 o0 
L-10m-17EB: o23 e-37 o40 o9999 o43 
L-10m-13EAr: o23 e-37 o40 o0 o25 
L-10m-28EBr: o23 e-37 o41 e-16 o2 
L-10m-14EG: o23 e-37 o41 e-16 o6 
L-10m-20EC: o23 e-37 o41 e-16 o-16 
L-10m-14EDr: o23 e-37 o41 e-16 o34 
L-10m-11ECr: o23 e-37 o41 o-37 o-9999 
L-10m-8EDr: o23 e-37 o41 o-51 o25 
L-10m7EB: o23 e-37 o41 e-56 e0 
L-10m-1EAr: o23 e-37 o45 o4 o0 
L-10m-12EE: o23 e-37 o45 o-6 o9999 
L-10m-3EF: o23 e-37 o45 e-9 o3 
L-10m2EDr: o23 e-37 o45 e-9 o43 
L-10m-10EG: o23 e-37 o45 e-9 e6 
L-10m0EDr: o23 e-37 o45 e-15 o-9999 
L-10m6EA: o23 e-37 o45 o34 o18 
L-10m8EA: o23 e-37 o46 o11 o9999 
L-10m5EAr: o23 e-37 o46 o11 o0 
L-10m10EG: o23 e-37 o46 e2 e-15 
L-10m6EC: o23 e-37 o46 e2 o-40 
L-10m-1EF: o23 e-37 o46 e-14 o-5 
L-10m-20EDr: o23 e-37 o48 o-9999 o4 
L-10m-2EBr: o23 e-37 o48 o-38 o-12 
R-7m-6EC: e23 e-38 e6 e-27 e7 
R-7m-13EGr: e23 e-38 e6 e-27 e-16 
R-7m-18EBr: e23 e-38 e6 e-27 e20 
R-7m-11ECr: e23 e-38 e6 e-27 e-22 
R-7m-12EBr: e23 e-38 e6 e-27 e32 
L-16m5ECr: o23 o-40 e2 e-54 e-35 
L-31m5EAr: o23 o-40 e-6 e-27 e5 
